股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.8396,1995.0
8299,群聯,394000,5.3072,1890.0
2308,台達電,504000,5.0609,1430.0
2345,智邦,488000,4.9514,1400.0
2408,南亞科,2279000,4.5928,285.5
3017,奇鋐,331000,3.8796,1765.0
3037,欣興,1193000,3.8275,481.5
8996,高力,599000,3.8184,879.0
6515,穎崴,100000,3.4987,5115.0
3163,波若威,612000,3.3489,776.0
6223,旺矽,175000,3.2818,2945.0
2059,川湖,134000,3.1505,3445.0
7769,鴻勁,92000,3.0997,4860.0
2383,台光電,164000,2.7771,2440.0
2360,致茂,313000,2.7487,1380.0
2449,京元電子,932000,2.0869,327.0
3533,嘉澤,164000,2.0599,1775.0
3665,貿聯-KY,217000,2.0423,1410.0
5347,世界,2101000,1.9847,133.5
2454,聯發科,151000,1.9759,1945.0
3324,雙鴻,226000,1.8265,1155.0
6442,光聖,124000,1.8048,2145.0
5274,信驊,26000,1.7675,9730.0
6781,AES-KY,191000,1.5971,1205.0
4749,新應材,240000,1.503,911.0
1519,華城,204000,1.4988,1070.0
8358,金居,713000,1.4568,290.0
6669,緯穎,50000,1.4205,4000.0
3529,力旺,71000,1.2346,2530.0
2486,一詮,1150000,1.1225,140.0
8210,勤誠,165000,1.0495,918.0
6274,台燿,238000,0.9609,545.0
8021,尖點,509920,0.9437,256.0
3661,世芯-KY,37000,0.901,3490.0
5289,宜鼎,157000,0.8668,779.0
6531,愛普*,245000,0.7329,433.5
8046,南電,160000,0.6191,555.0
6805,富世達,55000,0.5984,1710.0
2317,鴻海,325000,0.5605,243.0
3189,景碩,213000,0.4851,314.5
3443,創意,23000,0.4144,2770.0
6584,南俊國際,136000,0.413,425.0
2368,金像電,60000,0.3547,826.0
2344,華邦電,379000,0.3129,122.5
3653,健策,14000,0.3066,3120.0
5439,高技,126000,0.2596,292.0
