股票代號,股票名稱,股數,持股權重
1303,南亞,6005000,1.16
1560,中砂,505000,0.81
2059,川湖,126000,1.89
2308,台達電,1071000,4.49
2317,鴻海,3876000,4.23
2330,台積電,1604000,10.04
2344,華邦電,3688000,0.58
2345,智邦,1229000,5.69
2354,鴻準,3245000,1.11
2357,華碩,1030000,3.37
2368,金像電,2013000,4.18
2383,台光電,913000,5.43
2439,美律,1000,0.0
2449,京元電子,5977000,4.7
2454,聯發科,103000,0.66
2884,玉山金,8090010,1.27
2886,兆豐金,818000,0.16
3008,大立光,2000,0.02
3017,奇鋐,1063000,4.84
3037,欣興,1068000,0.79
3045,台灣大,43000,0.02
3131,弘塑,1000,0.01
3211,順達,266000,0.46
3217,優群,1000,0.0
3264,欣銓,1000,0.0
3376,新日興,1101000,1.25
3406,玉晶光,573000,1.17
3515,華擎,332000,0.43
3529,力旺,91000,0.94
3533,嘉澤,238000,1.76
3583,辛耘,888000,1.71
3653,健策,311000,3.24
3661,世芯-KY,202000,3.23
3665,貿聯-KY,1195848,5.66
3711,日月光投控,852000,0.69
4770,上品,241000,0.35
4958,臻鼎-KY,1000,0.0
4966,譜瑞-KY,385000,1.39
5274,信驊,11000,0.26
5347,世界,1480000,0.71
6139,亞翔,1000,0.0
6191,精成科,1492000,0.86
6223,旺矽,527000,4.24
6274,台燿,1911000,2.74
6472,保瑞,304000,0.98
6515,穎崴,1000,0.01
6669,緯穎,292000,4.28
6805,富世達,481000,2.25
8210,勤誠,822000,2.31
8996,高力,176000,0.27
