股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.6933,1780.0
8299,群聯,327000,5.1783,1895.0
2308,台達電,504000,4.5438,1160.0
2345,智邦,488000,4.3039,1190.0
3017,奇鋐,331000,4.2297,1595.0
3665,貿聯-KY,387000,3.8227,1285.0
6223,旺矽,175000,3.7728,2670.0
6515,穎崴,101000,3.5037,4510.0
2383,台光電,224000,3.4243,1925.0
2059,川湖,134000,3.1725,2955.0
7769,鴻勁,92000,2.6722,3690.0
8996,高力,412000,2.613,803.0
3037,欣興,858000,2.4584,340.0
2360,致茂,313000,2.39,967.0
3163,波若威,612000,2.2645,489.0
3260,威剛,819000,2.1412,306.5
2449,京元電子,932000,2.0494,283.5
5347,世界,2101000,1.8694,120.0
5274,信驊,26000,1.8609,8900.0
3324,雙鴻,226000,1.7717,1030.0
6415,矽力*-KY,822000,1.7592,272.5
6781,AES-KY,191000,1.7219,1115.0
6442,光聖,124000,1.706,1695.0
3661,世芯-KY,64000,1.6281,3115.0
4749,新應材,240000,1.5955,813.0
2408,南亞科,718000,1.5479,264.0
1519,華城,204000,1.5273,910.0
6669,緯穎,50000,1.415,3645.0
8210,勤誠,165000,1.4034,977.0
8358,金居,713000,1.3974,238.0
2486,一詮,1150000,1.2802,136.0
2454,聯發科,85000,1.1794,1710.0
3533,嘉澤,85000,1.0461,1595.0
3529,力旺,71000,0.9991,1850.0
5289,宜鼎,157000,0.9723,711.0
6274,台燿,238000,0.9702,519.0
8021,尖點,509920,0.8354,201.0
3231,緯創,827000,0.8266,129.0
6531,愛普*,245000,0.7932,407.0
6805,富世達,55000,0.6683,1545.0
2317,鴻海,325000,0.549,215.0
8046,南電,160000,0.4986,379.0
3189,景碩,213000,0.44,242.5
3443,創意,23000,0.4219,2375.0
6584,南俊國際,136000,0.3726,343.0
2368,金像電,60000,0.3574,745.0
3653,健策,14000,0.3292,2970.0
2344,華邦電,379000,0.3045,97.8
5439,高技,126000,0.3022,289.5
