股票代號,股票名稱,股數,持股權重
1519,華城,294000,1.9617
2059,川湖,133000,4.1271
2308,台達電,506000,4.5153
2317,鴻海,323000,0.672
2330,台積電,569000,8.0883
2344,華邦電,1079000,0.8786
2345,智邦,353000,3.6249
2360,致茂,307000,2.1916
2368,金像電,271000,1.5627
2382,廣達,363000,0.9017
2383,台光電,297000,4.2351
2408,南亞科,955000,1.7729
2449,京元電子,440000,1.0555
2451,創見,950000,1.7295
3017,奇鋐,366000,4.7759
3037,欣興,367000,0.7208
3131,弘塑,139000,2.0008
3163,波若威,631000,2.3683
3189,景碩,215000,0.3008
3231,緯創,592000,0.8229
3260,威剛,826000,2.0779
3324,雙鴻,230000,2.0627
3443,創意,25000,0.4899
3529,力旺,74000,1.1415
3653,健策,14000,0.3251
3661,世芯-KY,30000,0.978
3665,貿聯-KY,308000,4.2124
4749,新應材,132000,1.1128
5274,信驊,9000,0.5855
5289,宜鼎,158000,0.8431
5439,高技,123000,0.3408
5536,聖暉*,253000,1.7289
6223,旺矽,171000,3.4659
6274,台燿,600000,2.5909
6442,光聖,124000,1.5346
6515,穎崴,97000,2.5184
6531,愛普*,233000,0.9581
6584,南俊國際,584000,1.71
6669,緯穎,84000,3.375
6781,AES-KY,183000,2.1335
6805,富世達,138000,1.8997
7769,鴻勁,88000,2.707
8046,南電,147000,0.3124
8210,勤誠,182000,1.5571
8299,群聯,343000,4.445
8358,金居,700000,1.8205
8996,高力,366000,1.8677
