股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.4252
2059,川湖,134000,3.1175
2308,台達電,504000,4.7903
2317,鴻海,325000,0.5279
2330,台積電,556000,7.6311
2344,華邦電,379000,0.3024
2345,智邦,488000,4.9152
2360,致茂,313000,3.097
2368,金像電,60000,0.3259
2383,台光電,164000,2.6987
2408,南亞科,2279000,4.1463
2449,京元電子,932000,2.0162
2454,聯發科,151000,1.9439
2486,一詮,1150000,1.1052
3017,奇鋐,331000,4.2143
3037,欣興,1193000,3.9179
3163,波若威,612000,3.4684
3189,景碩,213000,0.4668
3324,雙鴻,226000,1.7312
3443,創意,23000,0.4062
3529,力旺,71000,1.1759
3533,嘉澤,164000,1.931
3653,健策,14000,0.3018
3661,世芯-KY,37000,0.8805
3665,貿聯-KY,217000,2.5319
4749,新應材,240000,1.5848
5274,信驊,26000,1.7068
5289,宜鼎,157000,0.9109
5347,世界,2501000,2.1819
5439,高技,126000,0.2493
6223,旺矽,175000,3.5438
6274,台燿,238000,0.9082
6442,光聖,124000,2.0493
6515,穎崴,100000,3.355
6531,愛普*,245000,0.7333
6584,南俊國際,136000,0.3916
6669,緯穎,50000,1.47
6781,AES-KY,191000,1.5173
6805,富世達,55000,0.6866
7751,竑騰,166000,1.3893
7769,鴻勁,92000,2.7081
8021,尖點,509920,0.9259
8046,南電,160000,0.5674
8210,勤誠,165000,1.0673
8299,群聯,394000,4.9046
8358,金居,713000,1.3376
8996,高力,599000,3.5307
