股票代號,股票名稱,股數,持股權重
1303,南亞,1000,0.0
1319,東陽,671000,0.14
2059,川湖,197000,1.53
2308,台達電,2452000,4.79
2313,華通,3810000,0.79
2317,鴻海,7002000,3.33
2327,國巨*,1000,0.0
2330,台積電,2915000,9.16
2345,智邦,2342000,6.1
2354,鴻準,3808000,0.51
2357,華碩,1000,0.0
2368,金像電,3958000,5.1
2383,台光電,1848000,6.07
2404,漢唐,550000,1.16
2439,美律,1000,0.0
2449,京元電子,4969000,2.35
2454,聯發科,976000,3.06
2884,玉山金,1010,0.0
3008,大立光,1000,0.0
3017,奇鋐,1879000,5.53
3044,健鼎,93000,0.06
3045,台灣大,1000,0.0
3081,聯亞,252000,0.33
3211,順達,505000,0.34
3217,優群,292000,0.1
3231,緯創,3091000,0.94
3515,華擎,1003000,0.54
3533,嘉澤,251000,0.73
3583,辛耘,1000,0.0
3653,健策,642000,3.82
3661,世芯-KY,210000,1.48
3665,貿聯-KY,1502848,4.74
3711,日月光投控,1582000,0.79
3715,定穎投控,3460000,0.87
4958,臻鼎-KY,1737000,0.53
5274,信驊,107000,1.53
5347,世界,1815000,0.38
5536,聖暉*,511000,0.89
6139,亞翔,1599000,2.07
6191,精成科,3058000,0.79
6223,旺矽,894000,4.4
6274,台燿,3768000,3.43
6510,精測,1000,0.01
6515,穎崴,47000,0.27
6669,緯穎,646000,5.93
6805,富世達,855000,2.72
8210,勤誠,1228000,2.41
8299,群聯,333000,0.8
8358,金居,1668000,0.87
8996,高力,1000,0.0
