股票代號,股票名稱,股數,持股權重
1519,華城,294000,1.9303
2059,川湖,133000,3.7976
2308,台達電,506000,4.553
2317,鴻海,323000,0.6748
2330,台積電,569000,8.4656
2344,華邦電,1079000,0.918
2345,智邦,353000,3.7266
2360,致茂,307000,2.2181
2368,金像電,271000,1.5306
2382,廣達,363000,0.899
2383,台光電,297000,4.2864
2408,南亞科,955000,1.7696
2449,京元電子,440000,1.0309
2451,創見,950000,1.7477
3017,奇鋐,366000,4.728
3037,欣興,367000,0.752
3131,弘塑,139000,2.1856
3163,波若威,631000,2.2261
3189,景碩,215000,0.3217
3231,緯創,592000,0.8174
3260,威剛,826000,2.134
3324,雙鴻,230000,2.0593
3443,創意,25000,0.5167
3529,力旺,74000,1.0877
3653,健策,14000,0.323
3661,世芯-KY,30000,0.9755
3665,貿聯-KY,308000,4.3217
4749,新應材,132000,1.1301
5274,信驊,9000,0.5696
5289,宜鼎,158000,0.8333
5439,高技,123000,0.3342
5536,聖暉*,253000,1.7919
6223,旺矽,171000,3.2754
6274,台燿,600000,2.539
6442,光聖,124000,1.4637
6515,穎崴,97000,2.6443
6531,愛普*,233000,0.9943
6584,南俊國際,584000,1.6753
6669,緯穎,84000,3.3975
6781,AES-KY,183000,2.1031
6805,富世達,138000,1.8318
7769,鴻勁,88000,2.6185
8021,尖點,500000,0.8062
8046,南電,147000,0.3162
8210,勤誠,182000,1.5517
8299,群聯,343000,4.492
8358,金居,700000,1.7025
8996,高力,366000,1.8846
