股票代號,股票名稱,股數,持股權重,收盤價
2330,台積電,556000,7.6805,1765.0
8299,群聯,327000,6.0568,2145.0
2308,台達電,504000,4.7853,1175.0
2345,智邦,488000,4.2346,1140.0
3665,貿聯-KY,387000,3.9153,1325.0
3017,奇鋐,331000,3.7609,1490.0
6223,旺矽,175000,3.4252,2630.0
2059,川湖,134000,3.2745,3065.0
6515,穎崴,101000,3.0694,4060.0
2383,台光電,224000,3.042,1785.0
7769,鴻勁,92000,2.6849,3750.0
3037,欣興,858000,2.5273,365.0
2408,南亞科,968000,2.4596,294.0
8996,高力,412000,2.3951,773.0
2360,致茂,313000,2.3872,971.0
5347,世界,2101000,2.3463,136.5
3260,威剛,819000,2.3169,331.0
3163,波若威,612000,2.1718,430.0
2449,京元電子,932000,2.1469,285.0
6415,矽力*-KY,840000,1.8337,289.5
3131,弘塑,141000,1.8325,1605.0
5274,信驊,26000,1.7968,9040.0
6442,光聖,124000,1.7225,1710.0
6781,AES-KY,191000,1.6796,1105.0
4749,新應材,240000,1.6081,849.0
3661,世芯-KY,64000,1.5565,3140.0
1519,華城,204000,1.54,942.0
8358,金居,713000,1.4538,243.0
6669,緯穎,50000,1.3911,3605.0
2327,國巨*,595000,1.2849,258.0
2454,聯發科,85000,1.1642,1705.0
8210,勤誠,165000,1.1621,900.0
2486,一詮,1150000,1.1455,125.0
2344,華邦電,1079000,1.079,116.0
3529,力旺,71000,1.0111,1700.0
5289,宜鼎,157000,0.9701,743.0
2451,創見,463000,0.9602,240.0
6274,台燿,238000,0.9316,495.0
3231,緯創,827000,0.8399,128.0
6531,愛普*,245000,0.8189,420.0
8021,尖點,509920,0.8135,190.0
3324,雙鴻,91000,0.6444,938.0
6805,富世達,55000,0.6099,1405.0
2317,鴻海,325000,0.5577,214.5
8046,南電,160000,0.4837,368.0
3443,創意,23000,0.4689,2685.0
3189,景碩,213000,0.4177,239.5
2368,金像電,60000,0.3273,706.0
6584,南俊國際,136000,0.3111,290.5
3653,健策,14000,0.3094,2955.0
5439,高技,126000,0.2922,282.0
5536,聖暉*,7000,0.0343,656.0
