股票代號,股票名稱,股數,持股權重
1519,華城,204000,1.3984
2059,川湖,134000,3.207
2308,台達電,504000,4.7754
2317,鴻海,325000,0.5324
2330,台積電,556000,7.8287
2344,華邦電,379000,0.2975
2345,智邦,488000,4.808
2360,致茂,313000,3.1665
2368,金像電,60000,0.3211
2383,台光電,219000,3.6209
2408,南亞科,1679000,2.9725
2449,京元電子,932000,1.9561
2454,聯發科,151000,1.9608
2486,一詮,1150000,1.0852
3017,奇鋐,331000,4.3732
3037,欣興,1193000,3.7559
3163,波若威,612000,3.3313
3189,景碩,213000,0.4575
3324,雙鴻,226000,1.6584
3443,創意,23000,0.3959
3529,力旺,71000,1.2087
3533,嘉澤,164000,1.851
3653,健策,14000,0.3044
3661,世芯-KY,37000,0.8715
3665,貿聯-KY,217000,2.6376
4749,新應材,240000,1.5927
5274,信驊,26000,1.6989
5289,宜鼎,157000,0.8818
5347,世界,2501000,2.1903
5439,高技,126000,0.2492
6223,旺矽,175000,3.5144
6274,台燿,238000,0.8813
6442,光聖,124000,1.9659
6515,穎崴,100000,3.4163
6531,愛普*,245000,0.7472
6584,南俊國際,136000,0.3773
6669,緯穎,50000,1.4759
6781,AES-KY,191000,1.4708
6805,富世達,55000,0.683
7751,竑騰,166000,1.3848
7769,鴻勁,127000,3.8161
8021,尖點,509920,0.8873
8046,南電,160000,0.5435
8210,勤誠,165000,1.0962
8299,群聯,394000,5.0717
8358,金居,713000,1.4103
8996,高力,599000,3.3872
