股票代號,收盤價
1519,1020.0
2059,3500.0
2308,1230.0
2317,224.0
2327,287.0
2330,1755.0
2344,113.0
2345,1150.0
2360,1015.0
2383,1740.0
2408,286.0
2449,297.5
2451,252.5
3017,1370.0
3037,333.0
3131,1765.0
3163,386.0
3189,208.0
3260,345.5
3324,932.0
3443,2620.0
3529,1635.0
3653,2740.0
3661,3520.0
3665,1430.0
4749,847.0
5274,8880.0
5289,758.0
5347,145.0
5439,310.5
5536,660.0
6223,2585.0
6274,512.0
6415,261.5
6442,1300.0
6515,4065.0
6531,450.0
6584,295.0
6781,1190.0
6805,1410.0
7769,3795.0
8021,229.5
8046,370.0
8210,971.0
8299,2075.0
8358,270.0
8996,730.0
