股票代號,收盤價
1303,234.5
1815,129.0
2059,14150.0
2301,300.5
2308,1865.0
2330,2440.0
2337,122.5
2345,2205.0
2357,1010.0
2360,2030.0
2376,359.0
2383,5640.0
2404,1100.0
2454,4315.0
2455,524.0
3008,7580.0
3017,3410.0
3026,731.0
3037,971.0
3081,3425.0
3189,874.0
3231,182.0
3260,412.0
3264,237.5
3443,5995.0
3583,773.0
3653,5885.0
3661,4275.0
3665,2315.0
3711,610.0
4958,535.0
5274,17120.0
5289,1450.0
5347,153.5
6139,770.0
6187,1375.0
6213,550.0
6223,5410.0
6274,1450.0
6515,6910.0
6584,667.0
6669,7800.0
6805,2285.0
7734,2880.0
7751,1660.0
8021,450.0
8046,1225.0
8150,93.2
8299,2125.0
8996,1175.0
