股票代號,收盤價
1303,238.0
1815,119.5
2059,12495.0
2301,282.0
2308,1735.0
2330,2460.0
2337,121.0
2345,1855.0
2357,960.0
2360,2290.0
2376,356.0
2383,4890.0
2404,1125.0
2454,4710.0
2455,556.0
3008,6430.0
3017,3430.0
3026,797.0
3037,981.0
3081,2880.0
3189,832.0
3231,186.5
3260,396.5
3264,268.5
3443,7150.0
3583,702.0
3653,5525.0
3661,3540.0
3665,2210.0
3711,638.0
4958,473.0
5274,19290.0
5289,1315.0
5347,172.0
6139,733.0
6187,1250.0
6213,505.0
6223,5800.0
6274,1370.0
6515,6435.0
6584,576.0
6669,2140.0
6805,2295.0
7734,2670.0
7751,1485.0
8021,460.0
8046,1100.0
8150,94.0
8299,2140.0
8996,1430.0
