股票代號,收盤價
1210,53.2
2059,3485.0
2308,837.0
2317,210.0
2330,1225.0
2345,1090.0
2354,71.8
2357,668.0
2368,489.0
2383,1255.0
2439,102.5
2449,172.5
2454,1490.0
2618,39.6
2884,33.8
2886,41.55
3008,2360.0
3017,979.0
3045,107.0
3131,1450.0
3211,395.5
3217,176.0
3231,120.0
3264,87.3
3376,230.5
3406,437.5
3515,317.5
3529,2325.0
3533,1560.0
3583,380.0
3653,2505.0
3661,3940.0
3665,1135.0
3711,169.0
4770,317.5
4958,168.5
4966,791.0
5347,90.6
6139,368.0
6223,1520.0
6274,326.0
6278,108.0
6472,739.0
6515,1740.0
6669,3310.0
6757,87.1
6805,1045.0
8046,185.0
8210,636.0
8996,341.5
