股票代號,收盤價
1519,922.0
2059,3290.0
2308,1370.0
2317,214.5
2330,1885.0
2344,109.0
2345,1505.0
2360,1495.0
2368,911.0
2383,2600.0
2408,239.5
2449,300.0
2486,138.5
3017,1875.0
3037,480.0
3163,841.0
3189,289.0
3324,1050.0
3443,2290.0
3529,2470.0
3533,1805.0
3653,3440.0
3661,3315.0
3665,1635.0
4749,983.0
5274,10495.0
5289,1030.0
5347,107.5
5439,264.0
6223,3610.0
6274,452.5
6442,1690.0
6515,6330.0
6531,485.5
6584,386.0
6669,4085.0
6781,1010.0
6805,1840.0
7751,1325.0
7769,4325.0
8021,236.5
8046,468.5
8210,881.0
8299,1810.0
8358,229.0
8996,917.0
