股票代號,收盤價
2059,3795.0
2308,2075.0
2330,2185.0
2337,132.0
2344,88.2
2345,2140.0
2360,1920.0
2368,1390.0
2383,4475.0
2408,206.0
2449,286.0
2454,2435.0
2486,224.0
3017,2945.0
3036,199.0
3037,790.0
3081,2820.0
3105,547.0
3131,3130.0
3163,1155.0
3189,526.0
3260,400.0
3324,1215.0
3443,4035.0
3491,1570.0
3529,3900.0
3533,2520.0
3653,5370.0
3661,4215.0
3665,2765.0
3711,496.0
4749,980.0
4991,596.0
5274,16370.0
5289,1085.0
5347,140.5
6223,4650.0
6271,178.0
6274,1045.0
6442,1880.0
6510,3630.0
6515,10060.0
6531,788.0
6584,737.0
6669,4635.0
6781,1115.0
6805,1915.0
7751,2405.0
7769,4730.0
8021,451.0
8046,874.0
8299,1680.0
8358,359.5
8996,1125.0
