股票代號,收盤價
2059,4400.0
2308,2210.0
2330,2250.0
2337,172.0
2344,108.5
2345,2485.0
2360,2345.0
2368,1445.0
2383,4950.0
2408,282.0
2449,328.5
2454,3430.0
2455,348.0
2486,288.0
3017,2435.0
3036,214.0
3037,858.0
3081,2655.0
3105,500.0
3131,3200.0
3163,1135.0
3189,482.5
3260,461.5
3324,1105.0
3443,4955.0
3491,1620.0
3529,4400.0
3533,2735.0
3583,803.0
3653,4305.0
3661,4565.0
3665,2745.0
3711,524.0
4749,1010.0
4991,725.0
5274,18700.0
5289,1475.0
5347,169.0
6223,4950.0
6271,179.5
6274,1315.0
6442,2060.0
6510,3800.0
6515,10130.0
6531,965.0
6584,712.0
6669,4970.0
6781,1140.0
6805,1880.0
7751,2390.0
7769,5705.0
8021,424.0
8046,940.0
8299,2325.0
8358,458.5
8996,1165.0
