股票代號,收盤價
2059,3445.0
2308,1845.0
2330,2085.0
2337,139.0
2344,89.6
2345,2035.0
2360,2050.0
2368,1165.0
2383,3835.0
2408,213.5
2449,283.5
2486,185.5
3017,2440.0
3036,235.0
3037,645.0
3081,2365.0
3105,490.5
3131,3255.0
3163,1135.0
3189,393.5
3260,360.5
3324,1045.0
3443,3345.0
3491,1750.0
3529,3705.0
3533,2510.0
3653,4380.0
3661,3475.0
3665,2395.0
3711,450.5
4749,891.0
4991,600.0
5274,14480.0
5289,1085.0
5347,132.5
6223,4915.0
6271,185.0
6274,960.0
6442,2075.0
6510,3660.0
6515,9820.0
6531,586.0
6584,676.0
6669,3700.0
6781,1015.0
6805,1900.0
7751,1845.0
7769,4295.0
8021,355.0
8046,721.0
8299,1585.0
8358,334.5
8996,1115.0
