股票代號,收盤價
1519,947.0
2059,3105.0
2308,1215.0
2317,216.5
2327,266.5
2330,1800.0
2344,105.5
2345,1185.0
2360,1040.0
2368,755.0
2383,1855.0
2408,277.5
2449,293.5
2451,231.0
2454,1795.0
2486,129.0
3017,1635.0
3037,385.0
3131,1635.0
3163,457.5
3189,246.0
3231,128.5
3260,312.5
3324,1005.0
3443,2705.0
3529,1690.0
3653,3140.0
3661,3320.0
3665,1410.0
4749,842.0
5274,9790.0
5289,787.0
5347,135.5
5439,300.0
5536,651.0
6223,2845.0
6274,505.0
6415,296.0
6442,1830.0
6515,4465.0
6531,430.0
6584,309.0
6669,3725.0
6781,1160.0
6805,1535.0
7769,3855.0
8021,203.0
8046,394.5
8210,955.0
8299,1990.0
8358,247.5
8996,817.0
