股票代號,收盤價
1303,63.4
1319,96.0
1560,342.0
2059,3460.0
2308,979.0
2317,231.0
2327,237.0
2330,1460.0
2345,990.0
2354,66.0
2357,609.0
2368,596.0
2383,1495.0
2439,100.5
2449,221.5
2454,1425.0
2884,30.65
3008,2140.0
3017,1385.0
3037,215.0
3044,300.5
3045,105.0
3231,151.0
3515,247.0
3533,1270.0
3583,311.5
3653,3060.0
3661,3155.0
3665,1525.0
3711,231.0
3715,112.0
4958,147.5
6139,466.0
6191,121.5
6515,2560.0
6669,4685.0
6805,1550.0
8210,891.0
8996,529.0
3081,563.0
3211,259.0
3217,164.0
5274,6570.0
5347,92.30000305175781
5536,728.0
6223,2230.0
6274,420.0
6510,1900.0
8299,1080.0
8358,236.0
