股票代號,收盤價
1519,871.0
2059,3000.0
2308,1220.0
2317,210.5
2330,1810.0
2344,101.0
2345,1380.0
2360,1240.0
2368,761.0
2383,2175.0
2408,210.0
2449,272.0
2454,1665.0
2486,122.0
3017,1665.0
3037,389.0
3163,651.0
3189,264.5
3324,894.0
3443,2190.0
3529,2190.0
3533,1510.0
3653,3180.0
3661,2995.0
3665,1595.0
4749,914.0
5274,9250.0
5289,823.0
5347,110.0
5439,243.5
6223,2720.0
6274,454.0
6442,1710.0
6515,4980.0
6531,403.0
6584,339.0
6669,3930.0
6781,975.0
6805,1665.0
7751,1080.0
7769,3930.0
8021,211.5
8046,423.0
8210,871.0
8299,1605.0
8358,232.5
8996,700.0
