股票代號,收盤價
1519,991.0
2059,3075.0
2308,1210.0
2317,219.0
2327,267.0
2330,1785.0
2344,108.5
2345,1185.0
2360,1030.0
2368,797.0
2383,2040.0
2408,295.0
2449,297.0
2451,228.5
2454,1800.0
2486,129.5
3017,1675.0
3037,388.0
3131,1615.0
3163,490.0
3189,270.5
3231,129.0
3260,333.0
3324,1015.0
3443,2530.0
3529,1715.0
3653,3110.0
3661,3385.0
3665,1340.0
4749,854.0
5274,9640.0
5289,778.0
5347,122.0
5439,311.0
5536,638.0
6223,2750.0
6274,537.0
6415,287.5
6442,1860.0
6515,4555.0
6531,426.5
6584,339.5
6669,3680.0
6781,1125.0
6805,1525.0
7769,3805.0
8021,213.0
8046,410.0
8210,988.0
8299,2055.0
8358,260.0
8996,848.0
