股票代號,收盤價
1303,41.95
1560,309.0
2059,4095.0
2308,1010.0
2317,262.0
2327,249.0
2330,1505.0
2344,55.2
2345,1020.0
2354,72.2
2357,709.0
2368,423.5
2383,1275.0
2439,103.0
2449,203.0
2454,1310.0
2884,29.8
3008,2210.0
3017,1410.0
3037,160.0
3045,110.0
3231,155.0
3376,212.5
3406,419.0
3515,329.5
3533,1380.0
3583,351.5
3653,2145.0
3661,3355.0
3665,1400.0
3711,225.0
4770,242.5
4958,166.0
6139,463.0
6191,112.5
6472,618.0
6515,2540.0
6669,4300.0
6805,1425.0
8210,918.0
8996,610.0
3211,312.0
3217,177.0
4966,698.0
5274,5210.0
5347,98.0
5536,786.0
6223,2005.0
6274,366.0
8299,1110.0
