股票代號,收盤價
1303,56.5
1319,100.5
1560,313.0
2059,3715.0
2308,916.0
2317,236.0
2327,226.5
2330,1445.0
2344,66.2
2345,998.0
2354,66.4
2357,610.0
2368,537.0
2383,1450.0
2439,110.5
2449,213.5
2454,1230.0
2884,30.2
3008,2130.0
3017,1420.0
3037,167.5
3045,108.0
3231,138.0
3376,185.0
3406,448.0
3515,266.5
3533,1210.0
3583,311.5
3653,2555.0
3661,3610.0
3665,1625.0
3711,220.0
3715,120.5
4770,219.0
4958,142.0
6139,419.5
6191,114.0
6472,561.0
6669,4350.0
6805,1495.0
8210,970.0
8996,520.0
3211,270.0
4966,645.0
5274,6120.0
5347,90.5
5536,662.0
6223,1880.0
6274,411.5
8299,1290.0
