股票代號,收盤價
1303,192.0
1815,112.0
2059,13385.0
2301,261.0
2308,1750.0
2330,2410.0
2337,122.5
2345,2035.0
2357,921.0
2360,2100.0
2376,339.5
2383,5680.0
2404,1060.0
2454,3790.0
2455,406.0
3008,5610.0
3017,2865.0
3026,639.0
3037,1085.0
3081,2920.0
3189,811.0
3231,175.5
3260,422.5
3264,203.0
3443,5600.0
3583,704.0
3653,5395.0
3661,3700.0
3665,2275.0
3711,587.0
4958,441.0
5274,15350.0
5289,1560.0
5347,151.5
6139,762.0
6187,1195.0
6213,513.0
6223,5465.0
6274,1495.0
6515,6400.0
6584,588.0
6669,6255.0
6805,1765.0
7734,2855.0
7751,1730.0
8021,397.0
8046,1135.0
8150,86.7
8299,2075.0
8996,1090.0
