股票代號,收盤價
1303,58.7
1319,98.0
2059,3765.0
2308,962.0
2313,96.6
2317,231.0
2327,222.5
2330,1530.0
2345,1215.0
2354,62.2
2357,543.0
2368,697.0
2383,1675.0
2404,922.0
2439,99.3
2449,245.0
2454,1420.0
2884,33.65
3008,2500.0
3017,1545.0
3044,320.5
3045,109.5
3231,146.0
3515,250.0
3533,1295.0
3583,335.0
3653,2725.0
3661,3390.0
3665,1505.0
3711,251.0
3715,119.5
4958,143.0
6139,545.0
6191,111.5
6515,2775.0
6669,4350.0
6805,1615.0
8210,986.0
8996,576.0
3081,600.0
3211,345.0
3217,158.5
5274,7100.0
5347,96.0
5536,775.0
6223,2230.0
6274,502.0
6510,2350.0
8299,1340.0
8358,271.5
