股票代號,收盤價
1303,60.4
1319,95.6
2059,3730.0
2308,953.0
2313,96.5
2317,224.0
2327,226.0
2330,1465.0
2345,1170.0
2354,62.2
2357,550.0
2368,650.0
2383,1600.0
2404,932.0
2439,97.7
2449,221.0
2454,1400.0
2884,33.3
3008,2240.0
3017,1475.0
3044,315.5
3045,107.0
3231,146.5
3515,252.5
3533,1315.0
3583,327.0
3653,2645.0
3661,3225.0
3665,1475.0
3711,232.0
3715,120.0
4958,144.0
6139,566.0
6191,119.0
6515,2590.0
6669,4250.0
6805,1545.0
8210,942.0
8996,553.0
3081,610.0
3211,343.0
3217,163.5
5274,6800.0
5347,97.4000015258789
5536,761.0
6223,2255.0
6274,454.0
6510,2320.0
8299,1175.0
8358,249.0
