股票代號,收盤價
2059,5250.0
2308,2165.0
2330,2220.0
2337,168.0
2344,122.0
2345,2435.0
2360,2405.0
2368,1350.0
2383,4930.0
2408,321.0
2449,305.0
2454,3495.0
2455,374.0
2486,255.0
3017,2585.0
3036,284.0
3037,892.0
3081,2835.0
3105,495.5
3131,3025.0
3163,1035.0
3189,497.5
3260,434.0
3324,1065.0
3443,5330.0
3491,1720.0
3529,3920.0
3533,2595.0
3583,966.0
3653,3530.0
3661,4780.0
3665,2500.0
3711,548.0
4749,1130.0
4991,700.0
5274,17820.0
5289,1765.0
5347,168.0
6223,5720.0
6274,1450.0
6442,1805.0
6510,3775.0
6515,9875.0
6531,1040.0
6584,679.0
6669,5580.0
6781,1240.0
6805,1830.0
7751,1720.0
7769,7440.0
8021,446.0
8046,880.0
8299,2620.0
8358,456.0
8996,1025.0
