股票代號,收盤價
1303,58.1
1319,95.9
2059,3710.0
2308,955.0
2313,99.0
2317,224.0
2327,222.5
2330,1495.0
2345,1190.0
2354,61.4
2357,544.0
2368,668.0
2383,1690.0
2404,925.0
2439,98.2
2449,219.0
2454,1380.0
2884,33.95
3008,2250.0
3017,1500.0
3044,322.0
3045,108.5
3231,145.5
3515,247.0
3533,1305.0
3583,328.0
3653,2750.0
3661,3180.0
3665,1550.0
3711,234.5
3715,119.5
4958,145.5
6139,563.0
6191,116.5
6515,2635.0
6669,4240.0
6805,1585.0
8210,964.0
8996,553.0
3081,604.0
3211,323.5
3217,160.5
5274,6850.0
5347,99.19999694824219
5536,752.0
6223,2305.0
6274,498.0
6510,2265.0
8299,1290.0
8358,260.5
