股票代號,收盤價
2330,1160.0
3665,959.0
2345,963.0
3661,3845.0
2383,1150.0
2449,152.0
2308,685.0
3653,2135.0
3017,949.0
2368,435.0
4958,184.5
6223,1395.0
2454,1360.0
8046,197.0
6274,327.0
2884,34.0
8210,570.0
2357,619.0
6669,2885.0
6805,1015.0
3583,373.5
3131,1470.0
8028,159.5
3533,1400.0
3376,231.5
2481,67.7
6472,728.0
4966,749.0
3231,110.0
4770,300.0
1560,329.5
3008,2340.0
2059,2930.0
3529,2325.0
6143,126.0
1210,53.4
3211,355.5
2886,41.1
5347,91.2
2618,39.45
6757,83.2
3045,107.0
6515,1535.0
2317,198.5
2439,103.0
2891,42.0
3217,169.0
6139,367.0
6278,104.5
8996,357.0
