股票代號,收盤價
2059,3855.0
2308,2015.0
2330,2050.0
2337,132.5
2344,91.1
2345,2190.0
2360,2025.0
2368,1225.0
2383,3950.0
2408,220.0
2449,281.0
2486,204.5
3017,2565.0
3036,217.5
3037,710.0
3081,2935.0
3105,617.0
3131,3280.0
3163,1260.0
3189,473.5
3260,393.5
3324,1050.0
3443,3735.0
3491,1775.0
3529,4400.0
3533,2635.0
3653,5370.0
3661,3985.0
3665,2425.0
3711,472.0
4749,990.0
4991,721.0
5274,15245.0
5289,1120.0
5347,138.5
6223,4940.0
6271,187.5
6274,963.0
6442,2340.0
6510,4105.0
6515,10715.0
6531,720.0
6584,787.0
6669,4220.0
6781,1020.0
6805,1915.0
7751,1930.0
7769,4465.0
8021,405.0
8046,789.0
8299,1765.0
8358,393.5
8996,1215.0
