股票代號,收盤價
1519,929.0
2059,3410.0
2308,1465.0
2317,210.0
2330,1905.0
2344,128.0
2345,1600.0
2360,1565.0
2368,917.0
2383,2700.0
2408,276.0
2449,323.0
2486,163.0
3017,1850.0
3037,580.0
3163,888.0
3189,365.5
3324,1030.0
3529,2725.0
3533,1915.0
3653,3980.0
3661,3300.0
3665,1690.0
4749,926.0
5274,12345.0
5289,1280.0
5347,121.0
5439,275.0
6223,3735.0
6274,531.0
6442,1850.0
6515,7220.0
6531,572.0
6584,415.0
6669,3825.0
6781,1025.0
6805,1840.0
7751,1565.0
7769,4380.0
8021,260.5
8046,567.0
8210,890.0
8299,1975.0
8358,273.5
8996,952.0
