股票代號,收盤價
2059,6400.0
2308,2160.0
2327,842.0
2330,2250.0
2337,140.0
2344,156.5
2345,2275.0
2360,2190.0
2368,1345.0
2383,5095.0
2408,340.0
2449,272.0
2454,4085.0
2455,320.0
2486,245.0
3008,4165.0
3017,2335.0
3036,232.5
3037,854.0
3081,2165.0
3105,481.5
3131,3035.0
3163,843.0
3189,619.0
3260,394.5
3324,998.0
3363,728.0
3443,4105.0
3491,1680.0
3529,3015.0
3533,2145.0
3583,791.0
3653,3620.0
3661,4060.0
3665,2160.0
3711,544.0
4749,908.0
4991,530.0
5274,17600.0
5289,1710.0
5347,161.5
6139,732.0
6187,1030.0
6223,6090.0
6274,1475.0
6442,1820.0
6510,3390.0
6515,8720.0
6531,890.0
6584,558.0
6669,4900.0
6781,1155.0
6805,1750.0
7734,3080.0
7751,1320.0
7769,7055.0
8021,570.0
8046,807.0
8299,2200.0
8358,540.0
8996,1140.0
