股票代號,收盤價
2059,3335.0
2308,1740.0
2330,1990.0
2337,147.5
2344,94.4
2345,1820.0
2360,1880.0
2368,1055.0
2383,3325.0
2408,225.5
2449,295.0
2486,194.0
3017,2200.0
3036,228.0
3037,626.0
3081,2320.0
3105,458.0
3131,3485.0
3163,1200.0
3189,366.5
3260,365.5
3324,940.0
3443,2775.0
3491,1785.0
3529,3160.0
3533,2250.0
3653,4045.0
3661,3090.0
3665,2225.0
3711,417.5
4749,919.0
4991,583.0
5274,12180.0
5289,1135.0
5347,125.5
6223,4545.0
6274,801.0
6442,2230.0
6510,3420.0
6515,8560.0
6531,567.0
6584,650.0
6669,3645.0
6781,987.0
6805,1765.0
7751,1960.0
7769,4100.0
8021,349.0
8046,655.0
8299,1720.0
8358,287.0
8996,1095.0
