股票代號,收盤價
1519,881.0
2059,3520.0
2308,1415.0
2317,195.0
2330,1810.0
2344,99.5
2345,1535.0
2360,1480.0
2368,888.0
2383,2685.0
2408,216.5
2449,278.5
2486,146.0
3017,1945.0
3037,460.0
3189,320.5
3443,2505.0
3533,1955.0
3653,3950.0
3661,3110.0
6442,1935.0
6515,8190.0
6531,501.0
6669,3725.0
6781,1090.0
6805,1835.0
7769,3720.0
8021,231.0
8046,491.0
8210,868.0
8996,772.0
3105,313.5
3163,839.0
3324,1005.0
3529,2535.0
4749,863.0
5274,10910.0
5289,978.0
5347,113.0
5439,275.5
6223,3670.0
6274,541.0
6584,540.0
7751,1515.0
8299,1685.0
8358,221.5
