股票代號,收盤價
1519,942.0
2059,3065.0
2308,1175.0
2317,214.5
2327,258.0
2330,1765.0
2344,116.0
2345,1140.0
2360,971.0
2368,706.0
2383,1785.0
2408,294.0
2449,285.0
2451,240.0
2454,1705.0
2486,125.0
3017,1490.0
3037,365.0
3131,1605.0
3163,430.0
3189,239.5
3231,128.0
3260,331.0
3324,938.0
3443,2685.0
3529,1700.0
3653,2955.0
3661,3140.0
3665,1325.0
4749,849.0
5274,9040.0
5289,743.0
5347,136.5
5439,282.0
5536,656.0
6223,2630.0
6274,495.0
6415,289.5
6442,1710.0
6515,4060.0
6531,420.0
6584,290.5
6669,3605.0
6781,1105.0
6805,1405.0
7769,3750.0
8021,190.0
8046,368.0
8210,900.0
8299,2145.0
8358,243.0
8996,773.0
