股票代號,收盤價
1519,1015.0
2059,3205.0
2308,1255.0
2317,224.0
2327,277.0
2330,1805.0
2344,130.0
2345,1170.0
2360,1015.0
2368,692.0
2383,1790.0
2408,297.0
2449,305.0
2451,259.0
2454,1780.0
2486,128.0
3017,1495.0
3037,344.5
3131,1825.0
3163,472.5
3189,229.5
3231,132.5
3260,360.0
3324,940.0
3443,2695.0
3529,1910.0
3653,2895.0
3661,3270.0
3665,1365.0
4749,844.0
5274,9315.0
5289,768.0
5347,147.0
5439,308.0
5536,678.0
6223,2595.0
6274,510.0
6415,299.5
6442,1725.0
6515,3900.0
6531,443.0
6584,296.5
6669,3720.0
6781,1200.0
6805,1485.0
7769,3750.0
8021,221.0
8046,374.0
8210,930.0
8299,2305.0
8358,263.5
8996,777.0
