股票代號,收盤價
1519,967.0
2059,3030.0
2308,1260.0
2317,227.0
2330,1915.0
2344,105.5
2345,1450.0
2360,1050.0
2368,829.0
2383,2195.0
2408,278.0
2449,313.5
2454,1855.0
2486,152.0
3017,1605.0
3037,369.0
3163,589.0
3189,265.5
3231,131.5
3260,294.0
3324,1065.0
3443,2475.0
3529,1985.0
3533,1645.0
3653,3205.0
3661,3380.0
3665,1365.0
4749,830.0
5274,9725.0
5289,726.0
5347,126.0
5439,311.0
6223,2790.0
6274,532.0
6442,1950.0
6515,5005.0
6531,396.0
6584,445.0
6669,3740.0
6781,1135.0
6805,1545.0
7769,4345.0
8021,203.0
8046,416.0
8210,975.0
8299,1855.0
8358,270.0
8996,906.0
