股票代號,收盤價
1303,40.5
1560,334.0
2059,3920.0
2308,1015.0
2317,206.5
2330,1465.0
2344,40.0
2345,1020.0
2354,64.7
2357,684.0
2368,413.0
2383,1140.0
2439,102.0
2449,166.0
2454,1315.0
2884,32.95
3008,2220.0
3017,1220.0
3037,158.5
3045,109.0
3211,325.0
3217,175.5
3231,138.0
3264,80.1
3376,220.5
3406,419.0
3515,288.5
3533,1415.0
3583,379.0
3653,2390.0
3661,3080.0
3665,1185.0
3711,178.0
4770,260.5
4958,146.0
4966,760.0
5274,5500.0
5347,97.8
5536,880.0
6139,451.0
6191,107.5
6223,1910.0
6274,327.0
6472,645.0
6515,2455.0
6669,3795.0
6805,1220.0
8210,651.0
8299,782.0
8996,506.0
