股票代號,收盤價
1303,237.5
1815,131.0
2059,13865.0
2301,315.0
2308,1730.0
2330,2385.0
2337,123.0
2345,2140.0
2357,1010.0
2360,1975.0
2376,361.5
2383,5445.0
2404,1025.0
2454,4275.0
2455,542.0
3008,7810.0
3017,3310.0
3026,686.0
3037,973.0
3081,3395.0
3189,847.0
3231,185.5
3260,412.5
3264,233.5
3443,5895.0
3583,757.0
3653,5770.0
3661,4200.0
3665,2170.0
3711,589.0
4958,507.0
5274,17725.0
5289,1420.0
5347,149.5
6139,721.0
6187,1340.0
6213,536.0
6223,5290.0
6274,1410.0
6515,7050.0
6584,658.0
6669,2610.0
6805,2110.0
7734,2795.0
7751,1555.0
8021,459.0
8046,1200.0
8150,90.2
8299,2065.0
8996,1265.0
