股票代號,收盤價
1303,221.5
1815,114.5
2059,11715.0
2301,274.0
2308,1670.0
2330,2385.0
2337,114.5
2345,1840.0
2357,928.0
2360,2080.0
2376,343.0
2383,5115.0
2404,1035.0
2454,4430.0
2455,520.0
3008,6055.0
3017,3115.0
3026,726.0
3037,951.0
3081,2675.0
3189,795.0
3231,182.5
3260,388.5
3264,221.0
3443,6035.0
3583,664.0
3653,5310.0
3661,3355.0
3665,1980.0
3711,592.0
4958,477.5
5274,17520.0
5289,1275.0
5347,153.0
6139,713.0
6187,1215.0
6213,519.0
6223,5440.0
6274,1370.0
6515,6310.0
6584,537.0
6669,2315.0
6805,2025.0
7734,2555.0
7751,1360.0
8021,431.5
8046,1085.0
8150,84.4
8299,1920.0
8996,1220.0
