股票代號,收盤價
1210,53.1
1560,340.0
2059,3210.0
2308,726.0
2317,205.0
2330,1180.0
2345,1020.0
2354,68.7
2357,645.0
2368,439.0
2383,1165.0
2439,102.0
2449,160.0
2454,1435.0
2481,72.9
2618,39.55
2884,34.3
2886,41.25
3008,2405.0
3017,944.0
3045,106.0
3131,1530.0
3211,402.5
3217,176.0
3231,115.5
3376,234.5
3529,2460.0
3533,1495.0
3583,385.0
3653,2410.0
3661,3970.0
3665,1075.0
4770,313.0
4958,174.0
4966,808.0
5347,91.7
6139,361.0
6143,149.0
6223,1520.0
6274,316.0
6278,105.0
6472,732.0
6515,1745.0
6669,3025.0
6757,86.6
6805,1040.0
8028,176.0
8046,187.5
8210,606.0
8996,335.0
