股票代號,收盤價
1519,1030.0
2059,3420.0
2308,1425.0
2317,239.0
2330,1975.0
2344,124.5
2345,1415.0
2360,1515.0
2368,787.0
2383,2380.0
2408,285.0
2449,316.0
2454,1900.0
2486,136.5
3017,1765.0
3037,481.0
3163,808.0
3189,304.5
3324,1130.0
3443,2645.0
3529,2545.0
3533,1700.0
3653,3045.0
3661,3440.0
3665,1505.0
4749,912.0
5274,9500.0
5289,856.0
5347,129.5
5439,286.5
6223,2800.0
6274,540.0
6442,2355.0
6515,4775.0
6531,433.5
6584,425.0
6669,4150.0
6781,1180.0
6805,1745.0
7751,1285.0
7769,4375.0
8021,253.0
8046,541.0
8210,934.0
8299,1920.0
8358,286.5
8996,879.0
